set_id,file_name,transition_center_time,human_rating,rater,verdict_info,engine_quality_score,phrase_beats_off,engine_label,comment,time_mmss,quelle
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),2523.6,,sebro,timing_off (Engine: 2601.6s -> korrigiert),,,,,42:04,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),2719.0,,sebro,timing_off (Engine: 2730.3s -> korrigiert),,,,,45:19,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),2853.2,,sebro,correct,,,,,47:33,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),3125.6,,sebro,timing_off (Engine: 3069.9s -> korrigiert),,,,,52:06,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),3257.3,,sebro,timing_off (Engine: 3287.2s -> korrigiert),,,,,54:17,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),4072.9,,sebro,timing_off (Engine: 3967.2s -> korrigiert),,,,,67:53,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),4310.1,,sebro,correct,,,,,71:50,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),4558.2,,sebro,correct,,,,,75:58,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),4837.9,,sebro,correct,,,,,80:38,nur_ground_truth
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),203.7,,sebro,missed (von dir markiert),,,,,3:24,missed
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),387.4,,sebro,missed (von dir markiert),,,,,6:27,missed
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),1719.7,,sebro,missed (von dir markiert),,,,,28:40,missed
2d77d3fc-2c42-4242-812b-738f9fa28467,(Ergebnis-JSON fehlt),3598.4,,sebro,missed (von dir markiert),,,,,59:58,missed
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),178.2,,sebro,timing_off (Engine: 188.0s -> korrigiert),,,,,2:58,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),323.0,,sebro,correct,,,,,5:23,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),503.0,,sebro,correct,,,,,8:23,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),756.0,,sebro,correct,,,,,12:36,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),1058.2,,sebro,timing_off (Engine: 1091.0s -> korrigiert),,,,,17:38,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),1709.2,,sebro,timing_off (Engine: 1685.0s -> korrigiert),,,,,28:29,nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b,(Ergebnis-JSON fehlt),1410.8,,sebro,missed (von dir markiert),,,,,23:31,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),209.0,,sebro,correct,,,,,3:29,nur_ground_truth
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),416.9,,sebro,correct,,,,,6:57,nur_ground_truth
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),1030.6,,sebro,timing_off (Engine: 1034.0s -> korrigiert),,,,,17:11,nur_ground_truth
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),1587.4,,sebro,timing_off (Engine: 1614.8s -> korrigiert),,,,,26:27,nur_ground_truth
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),120.3,,sebro,missed (von dir markiert),,,,,2:00,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),305.9,,sebro,missed (von dir markiert),,,,,5:06,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),554.5,,sebro,missed (von dir markiert),,,,,9:15,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),684.6,,sebro,missed (von dir markiert),,,,,11:25,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),809.8,,sebro,missed (von dir markiert),,,,,13:30,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),963.5,,sebro,missed (von dir markiert),,,,,16:04,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),1202.7,,sebro,missed (von dir markiert),,,,,20:03,missed
4a7d8eda-5b60-47a2-ad9c-5aaf20757776,(Ergebnis-JSON fehlt),1341.8,,sebro,missed (von dir markiert),,,,,22:22,missed
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),67.0,,sebro,correct,,,,,1:07,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),260.9,,sebro,timing_off (Engine: 270.4s -> korrigiert),,,,,4:21,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),433.2,,sebro,timing_off (Engine: 483.0s -> korrigiert),,,,,7:13,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),571.8,,sebro,correct,,,,,9:32,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),738.3,,sebro,timing_off (Engine: 763.9s -> korrigiert),,,,,12:18,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),1072.5,,sebro,correct,,,,,17:52,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),1211.7,,sebro,timing_off (Engine: 1233.6s -> korrigiert),,,,,20:12,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),1497.7,,sebro,correct,,,,,24:58,nur_ground_truth
4c70d684-c852-4b50-8859-6e3a121093e9,(Ergebnis-JSON fehlt),1710.3,,sebro,timing_off (Engine: 1742.9s -> korrigiert),,,,,28:30,nur_ground_truth
4d427732-3536-4b45-b542-a3f1cfd44b81,(Ergebnis-JSON fehlt),398.3,,sebro,correct,,,,,6:38,nur_ground_truth
4d427732-3536-4b45-b542-a3f1cfd44b81,(Ergebnis-JSON fehlt),1126.1,,sebro,correct,,,,,18:46,nur_ground_truth
4d427732-3536-4b45-b542-a3f1cfd44b81,(Ergebnis-JSON fehlt),1378.3,,sebro,correct,,,,,22:58,nur_ground_truth
4d427732-3536-4b45-b542-a3f1cfd44b81,(Ergebnis-JSON fehlt),1673.8,,sebro,timing_off (Engine: 1687.9s -> korrigiert),,,,,27:54,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),204.6,,sebro,timing_off (Engine: 246.0s -> korrigiert),,,,,3:25,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),486.0,,sebro,correct,,,,,8:06,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),620.9,,sebro,timing_off (Engine: 638.0s -> korrigiert),,,,,10:21,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),780.7,,sebro,timing_off (Engine: 782.0s -> korrigiert),,,,,13:01,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),1706.0,,sebro,timing_off (Engine: 1742.0s -> korrigiert),,,,,28:26,nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),340.4,,sebro,missed (von dir markiert),,,,,5:40,missed
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),1076.2,,sebro,missed (von dir markiert),,,,,17:56,missed
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),1160.5,,sebro,missed (von dir markiert),,,,,19:20,missed
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),1319.3,,sebro,missed (von dir markiert),,,,,21:59,missed
54258d74-025e-4433-9d88-2b6233d69c4e,(Ergebnis-JSON fehlt),1536.8,,sebro,missed (von dir markiert),,,,,25:37,missed
5667ada4-bf22-41bb-bc88-c44a5dda9f59,(Ergebnis-JSON fehlt),287.8,,sebro,timing_off (Engine: 353.1s -> korrigiert),,,,,4:48,nur_ground_truth
5667ada4-bf22-41bb-bc88-c44a5dda9f59,(Ergebnis-JSON fehlt),624.9,,sebro,timing_off (Engine: 677.9s -> korrigiert),,,,,10:25,nur_ground_truth
5667ada4-bf22-41bb-bc88-c44a5dda9f59,(Ergebnis-JSON fehlt),887.0,,sebro,timing_off (Engine: 910.1s -> korrigiert),,,,,14:47,nur_ground_truth
5667ada4-bf22-41bb-bc88-c44a5dda9f59,(Ergebnis-JSON fehlt),1162.0,,sebro,correct,,,,,19:22,nur_ground_truth
5667ada4-bf22-41bb-bc88-c44a5dda9f59,(Ergebnis-JSON fehlt),1520.4,,sebro,timing_off (Engine: 1480.7s -> korrigiert),,,,,25:20,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),201.9,,sebro,timing_off (Engine: 278.0s -> korrigiert),,,,,3:22,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),486.0,,sebro,correct,,,,,8:06,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),619.5,,sebro,timing_off (Engine: 638.0s -> korrigiert),,,,,10:19,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),782.0,,sebro,correct,,,,,13:02,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),1707.5,,sebro,timing_off (Engine: 1742.0s -> korrigiert),,,,,28:28,nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),340.8,,sebro,missed (von dir markiert),,,,,5:41,missed
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),1072.8,,sebro,missed (von dir markiert),,,,,17:53,missed
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),1175.1,,sebro,missed (von dir markiert),,,,,19:35,missed
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),1322.3,,sebro,missed (von dir markiert),,,,,22:02,missed
5995866f-03a5-4850-ad04-3f91d944cf60,(Ergebnis-JSON fehlt),1539.4,,sebro,missed (von dir markiert),,,,,25:39,missed
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),32.7,,sebro,timing_off (Engine: 44.0s -> korrigiert),,,,,0:33,nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),260.6,,sebro,timing_off (Engine: 181.0s -> korrigiert),,,,,4:21,nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),437.6,,sebro,timing_off (Engine: 273.0s -> korrigiert),,,,,7:18,nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),560.0,,sebro,correct,,,,,9:20,nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),1434.2,,sebro,timing_off (Engine: 1421.0s -> korrigiert),,,,,23:54,nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),749.4,,sebro,missed (von dir markiert),,,,,12:29,missed
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),1067.9,,sebro,missed (von dir markiert),,,,,17:48,missed
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),1211.1,,sebro,missed (von dir markiert),,,,,20:11,missed
74d3fcd5-766b-478d-b8bc-0adef3ba8346,(Ergebnis-JSON fehlt),1673.2,,sebro,missed (von dir markiert),,,,,27:53,missed
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),375.3,,sebro,timing_off (Engine: 398.3s -> korrigiert),,,,,6:15,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),952.0,,sebro,timing_off (Engine: 1015.0s -> korrigiert),,,,,15:52,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),175.3,,sebro,correct,,,,,2:55,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),560.0,,sebro,correct,,,,,9:20,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),843.2,,sebro,correct,,,,,14:03,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),1126.1,,sebro,correct,,,,,18:46,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),1185.5,,sebro,timing_off (Engine: 1230.0s -> korrigiert),,,,,19:46,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),1378.3,,sebro,correct,,,,,22:58,nur_ground_truth
8ad069d6-d387-45da-abf0-a7461e07acb8,(Ergebnis-JSON fehlt),1674.0,,sebro,timing_off (Engine: 1687.9s -> korrigiert),,,,,27:54,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),466.7,,sebro,timing_off (Engine: 488.0s -> korrigiert),,,,,7:47,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),701.5,,sebro,timing_off (Engine: 693.0s -> korrigiert),,,,,11:41,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),908.3,,sebro,timing_off (Engine: 916.0s -> korrigiert),,,,,15:08,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),1541.9,,sebro,timing_off (Engine: 1596.0s -> korrigiert),,,,,25:42,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),1763.7,,sebro,timing_off (Engine: 1794.0s -> korrigiert),,,,,29:24,nur_ground_truth
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),231.5,,sebro,missed (von dir markiert),,,,,3:52,missed
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),1048.7,,sebro,missed (von dir markiert),,,,,17:29,missed
908733b4-5e11-4d90-8ff0-7c4e968d53f9,(Ergebnis-JSON fehlt),1275.8,,sebro,missed (von dir markiert),,,,,21:16,missed
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),237.6,,sebro,timing_off (Engine: 261.7s -> korrigiert),,,,,3:58,nur_ground_truth
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),391.6,,sebro,timing_off (Engine: 398.1s -> korrigiert),,,,,6:32,nur_ground_truth
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),930.0,,sebro,timing_off (Engine: 952.2s -> korrigiert),,,,,15:30,nur_ground_truth
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),1125.6,,sebro,timing_off (Engine: 1169.7s -> korrigiert),,,,,18:46,nur_ground_truth
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),1466.4,,sebro,correct,,,,,24:26,nur_ground_truth
9193384c-d687-441f-b88c-99770937981c,(Ergebnis-JSON fehlt),594.8,,sebro,missed (von dir markiert),,,,,9:55,missed
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),589.1,,sebro,timing_off (Engine: 555.8s -> korrigiert),,,,,9:49,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),966.7,,sebro,timing_off (Engine: 983.2s -> korrigiert),,,,,16:07,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),1160.0,,sebro,timing_off (Engine: 1139.3s -> korrigiert),,,,,19:20,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),1381.5,,sebro,correct,,,,,23:02,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),1704.0,,sebro,timing_off (Engine: 1730.4s -> korrigiert),,,,,28:24,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),1872.3,,sebro,timing_off (Engine: 1888.2s -> korrigiert),,,,,31:12,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),2047.2,,sebro,timing_off (Engine: 2020.0s -> korrigiert),,,,,34:07,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),2468.1,,sebro,correct,,,,,41:08,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),2819.2,,sebro,timing_off (Engine: 2823.5s -> korrigiert),,,,,46:59,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),3109.9,,sebro,correct,,,,,51:50,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),3326.3,,sebro,correct,,,,,55:26,nur_ground_truth
9330c3ec-a245-4f04-8c87-aba07d29afd5,(Ergebnis-JSON fehlt),4372.0,,sebro,correct,,,,,72:52,nur_ground_truth
