mix_id;audio_file;center_time;time_mmss;quality_profile;expected_quality_label;human_rating;comment;crossfade_curve;key_compatibility_camelot_distance
synth_000006;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000006.wav;887.7;14:48;clean;5;2;;linear;1
synth_000006;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000006.wav;1021.1;17:01;clean;5;2;;s_curve;0
synth_000007;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000007.wav;230.1;03:50;off_phrase;2;2;;linear;1
synth_000007;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000007.wav;475.2;07:55;clean;5;1;;linear;1
synth_000007;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000007.wav;712.0;11:52;clean;5;1;;linear;0
synth_000008;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000008.wav;254.2;04:14;key_clash;2;1;;exponential;3
synth_000008;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000008.wav;460.3;07:40;clean;5;1;;linear;1
synth_000008;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000008.wav;671.0;11:11;key_clash;2;1;;exponential;3
synth_000008;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000008.wav;911.2;15:11;clean;5;2;;linear;1
synth_000008;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000008.wav;917.6;15:18;clean;5;2;;linear;1
synth_000009;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000009.wav;172.7;02:53;clean;5;1;;linear;1
synth_000009;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000009.wav;415.4;06:55;clean;5;2;;linear;0
synth_000009;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000009.wav;652.0;10:52;key_clash;1;2;;s_curve;5
synth_000009;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000009.wav;896.3;14:56;clean;5;2;;equal_power;1
synth_000009;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000009.wav;1114.8;18:35;clean;5;1;;linear;1
synth_000010;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000010.wav;242.1;04:02;clean;5;2;;s_curve;0
synth_000010;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000010.wav;478.8;07:59;train_wreck;1;1;;linear;6
synth_000010;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000010.wav;743.3;12:23;clean;5;2;;s_curve;0
synth_000010;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000010.wav;884.4;14:44;off_phrase;2;1;;exponential;3
synth_000011;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000011.wav;242.7;04:03;off_beat;3;1;;exponential;1
synth_000011;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000011.wav;461.2;07:41;key_clash;1;1;;s_curve;5
synth_000011;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000011.wav;698.6;11:39;clean;5;1;;linear;1
synth_000011;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000011.wav;931.8;15:32;key_clash;2;1;;exponential;3
synth_000012;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000012.wav;253.3;04:13;off_phrase;2;2;;linear;5
synth_000012;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000012.wav;480.1;08:00;clean;5;2;;s_curve;1
synth_000012;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000012.wav;718.8;11:59;clean;5;1;;equal_power;0
synth_000012;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000012.wav;951.2;15:51;clean;5;2;;linear;1
synth_000013;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000013.wav;257.8;04:18;off_phrase;3;2;;equal_power;3
synth_000013;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000013.wav;499.4;08:19;clean;5;2;;equal_power;0
synth_000013;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000013.wav;756.7;12:37;abrupt;2;1;;linear;5
synth_000014;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000014.wav;239.8;04:00;train_wreck;1;2;;s_curve;6
synth_000014;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000014.wav;464.8;07:45;off_beat;2;2;;s_curve;5
synth_000014;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000014.wav;715.0;11:55;clean;5;1;;s_curve;1
synth_000015;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000015.wav;251.8;04:12;off_phrase;3;1;;s_curve;4
synth_000015;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000015.wav;469.4;07:49;clean;5;2;;equal_power;1
synth_000015;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000015.wav;720.7;12:01;abrupt;2;1;;linear;5
synth_000015;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000015.wav;864.8;14:25;train_wreck;1;2;;equal_power;5
synth_000016;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000016.wav;250.5;04:11;off_beat;3;1;;linear;1
synth_000016;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000016.wav;488.3;08:08;clean;5;2;;equal_power;1
synth_000016;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000016.wav;732.1;12:12;off_phrase;2;2;;equal_power;4
synth_000016;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000016.wav;966.5;16:06;clean;5;1;;s_curve;1
synth_000017;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000017.wav;234.9;03:55;clean;5;1;;s_curve;0
synth_000017;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000017.wav;382.2;06:22;clean;5;1;;equal_power;0
synth_000017;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000017.wav;556.5;09:16;clean;5;1;;equal_power;0
synth_000017;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000017.wav;797.8;13:18;train_wreck;1;1;;linear;4
synth_000018;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000018.wav;246.6;04:07;train_wreck;1;2;;equal_power;5
synth_000018;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000018.wav;475.6;07:56;off_beat;3;2;;equal_power;7
synth_000018;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000018.wav;716.4;11:56;off_phrase;3;1;;exponential;3
synth_000018;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000018.wav;986.4;16:26;clean;5;2;;equal_power;1
synth_000018;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000018.wav;1220.2;20:20;clean;5;2;;equal_power;1
synth_000019;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000019.wav;250.2;04:10;clean;5;2;;equal_power;1
synth_000019;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000019.wav;485.8;08:06;clean;5;1;;equal_power;1
synth_000019;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000019.wav;743.5;12:24;clean;5;2;;equal_power;1
synth_000019;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000019.wav;977.5;16:18;clean;5;1;;s_curve;0
synth_000019;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000019.wav;1227.6;20:28;key_clash;2;1;;linear;4
synth_000020;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000020.wav;238.5;03:58;clean;5;2;;linear;1
synth_000020;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000020.wav;467.7;07:48;off_beat;2;2;;linear;5
synth_000020;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000020.wav;704.5;11:45;clean;5;2;;s_curve;1
synth_000021;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000021.wav;174.7;02:55;key_clash;1;1;;equal_power;5
synth_000021;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000021.wav;272.1;04:32;abrupt;2;1;;linear;3
synth_000021;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000021.wav;474.1;07:54;abrupt;2;1;;linear;2
synth_000021;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000021.wav;716.3;11:56;train_wreck;1;1;;equal_power;4
synth_000022;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000022.wav;252.3;04:12;off_beat;2;1;;equal_power;3
synth_000022;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000022.wav;477.5;07:58;clean;5;2;;linear;0
synth_000022;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000022.wav;717.1;11:57;abrupt;2;2;;linear;2
synth_000022;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000022.wav;970.0;16:10;clean;5;1;;equal_power;1
synth_000022;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000022.wav;1186.8;19:47;clean;5;2;;s_curve;1
synth_000023;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000023.wav;254.0;04:14;off_beat;3;2;;s_curve;1
synth_000023;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000023.wav;511.4;08:31;train_wreck;1;2;;s_curve;3
synth_000023;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000023.wav;767.9;12:48;train_wreck;1;1;;s_curve;4
synth_000024;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000024.wav;239.5;04:00;clean;5;2;;linear;0
synth_000024;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000024.wav;490.3;08:10;clean;5;1;;equal_power;1
synth_000024;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000024.wav;748.5;12:29;clean;5;2;;s_curve;1
synth_000025;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000025.wav;210.7;03:31;off_beat;3;1;;linear;3
synth_000025;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000025.wav;451.9;07:32;clean;5;1;;s_curve;0
synth_000025;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000025.wav;689.3;11:29;clean;5;1;;s_curve;1
synth_000026;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000026.wav;244.9;04:05;key_clash;1;2;;exponential;5
synth_000026;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000026.wav;500.2;08:20;clean;5;1;;equal_power;0
synth_000026;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000026.wav;640.3;10:40;clean;5;1;;linear;1
synth_000026;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000026.wav;887.1;14:47;clean;5;2;;linear;1
synth_000027;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000027.wav;242.8;04:03;train_wreck;1;1;;exponential;5
synth_000027;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000027.wav;474.4;07:54;clean;5;2;;equal_power;1
synth_000027;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000027.wav;724.8;12:05;train_wreck;1;1;;s_curve;3
synth_000027;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000027.wav;985.7;16:26;clean;5;2;;equal_power;0
synth_000028;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000028.wav;253.5;04:14;off_phrase;2;2;;s_curve;3
synth_000028;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000028.wav;522.8;08:43;key_clash;2;1;;equal_power;3
synth_000028;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000028.wav;752.1;12:32;clean;5;1;;linear;1
synth_000030;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000030.wav;230.1;03:50;off_phrase;2;1;;linear;1
synth_000030;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000030.wav;475.2;07:55;clean;5;1;;linear;1
synth_000030;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000030.wav;712.0;11:52;clean;5;1;;linear;0
synth_000031;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000031.wav;254.2;04:14;key_clash;2;2;;exponential;3
synth_000031;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000031.wav;460.3;07:40;clean;5;2;;linear;1
synth_000031;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000031.wav;671.0;11:11;key_clash;2;1;;exponential;3
synth_000031;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000031.wav;911.2;15:11;clean;5;2;;linear;1
synth_000031;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000031.wav;917.6;15:18;clean;5;2;;linear;1
synth_000032;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000032.wav;172.7;02:53;clean;5;2;;linear;1
synth_000032;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000032.wav;415.4;06:55;clean;5;1;;linear;0
synth_000032;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000032.wav;652.0;10:52;key_clash;1;2;;s_curve;5
synth_000032;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000032.wav;896.3;14:56;clean;5;1;;equal_power;1
synth_000032;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000032.wav;1114.8;18:35;clean;5;1;;linear;1
synth_000033;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000033.wav;242.1;04:02;clean;5;2;;s_curve;0
synth_000033;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000033.wav;478.8;07:59;train_wreck;1;2;;linear;6
synth_000033;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000033.wav;743.3;12:23;clean;5;2;;s_curve;0
synth_000033;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000033.wav;884.4;14:44;off_phrase;2;1;;exponential;3
synth_000034;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000034.wav;242.7;04:03;off_beat;3;1;;exponential;1
synth_000034;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000034.wav;461.2;07:41;key_clash;1;1;;s_curve;5
synth_000034;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000034.wav;698.6;11:39;clean;5;1;;linear;1
synth_000034;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000034.wav;931.8;15:32;key_clash;2;1;;exponential;3
synth_000035;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000035.wav;253.3;04:13;off_phrase;2;2;;linear;5
synth_000035;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000035.wav;480.1;08:00;clean;5;2;;s_curve;1
synth_000035;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000035.wav;718.8;11:59;clean;5;1;;equal_power;0
synth_000035;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000035.wav;951.2;15:51;clean;5;2;;linear;1
synth_000036;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000036.wav;257.8;04:18;off_phrase;3;2;;equal_power;3
synth_000036;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000036.wav;499.4;08:19;clean;5;1;;equal_power;0
synth_000036;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000036.wav;756.7;12:37;abrupt;2;1;;linear;5
synth_000037;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000037.wav;239.8;04:00;train_wreck;1;2;;s_curve;6
synth_000037;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000037.wav;464.8;07:45;off_beat;2;1;;s_curve;5
synth_000037;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000037.wav;715.0;11:55;clean;5;2;;s_curve;1
synth_000038;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000038.wav;251.8;04:12;off_phrase;3;1;;s_curve;4
synth_000038;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000038.wav;469.4;07:49;clean;5;2;;equal_power;1
synth_000038;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000038.wav;720.7;12:01;abrupt;2;2;;linear;5
synth_000038;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000038.wav;864.8;14:25;train_wreck;1;1;;equal_power;5
synth_000039;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000039.wav;250.5;04:11;off_beat;3;1;;linear;1
synth_000039;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000039.wav;488.3;08:08;clean;5;1;;equal_power;1
synth_000039;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000039.wav;732.1;12:12;off_phrase;2;1;;equal_power;4
synth_000039;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000039.wav;966.5;16:06;clean;5;1;;s_curve;1
synth_000040;C:\Projekte\Projekte\MixCoach\audio-engine\mixcoach-audio-engine\datasets\synthetic\v1\mixes\synth_000040.wav;234.9;03:55;clean;5;2;;s_curve;0
